"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","striatum.csc.kth.se",,,,"User:","lindahlm"
"Cmdline:","dstat -tm --output memory_consumption_logs/stat130912174800.csv 10",,,,"Date:","12 Sep 2013 17:48:00 CEST"

"system","memory usage",,,
12-09 19:54:00,10951102464.0,5701632.0,219643904.0,5607936000.0
12-09 19:54:10,10970259456.0,5718016.0,219643904.0,5588762624.0
12-09 19:54:20,10991194112.0,5734400.0,219643904.0,5567811584.0
12-09 19:54:30,11012128768.0,5750784.0,219643904.0,5546860544.0
12-09 19:54:40,11031547904.0,5758976.0,219643904.0,5527433216.0
12-09 19:54:50,11051839488.0,5783552.0,219643904.0,5507117056.0
12-09 19:55:00,11072782336.0,5791744.0,219643904.0,5486166016.0
12-09 19:55:10,11091845120.0,5808128.0,219643904.0,5467086848.0
12-09 19:55:20,11112394752.0,5832704.0,219639808.0,5446516736.0
12-09 19:55:30,11132825600.0,5840896.0,219643904.0,5426073600.0
12-09 19:55:40,11187257344.0,5849088.0,219643904.0,5371633664.0
12-09 19:55:50,11206287360.0,5865472.0,219643904.0,5352587264.0
12-09 19:56:00,11227095040.0,5881856.0,219643904.0,5331763200.0
12-09 19:56:10,11247427584.0,5898240.0,219643904.0,5311414272.0
12-09 19:56:20,11267473408.0,5914624.0,219643904.0,5291352064.0
12-09 19:56:30,11287392256.0,5931008.0,219643904.0,5271416832.0
12-09 19:56:40,11308208128.0,5939200.0,219643904.0,5250592768.0
12-09 19:56:50,11328634880.0,5955584.0,219643904.0,5230149632.0
12-09 19:57:00,11348291584.0,5980160.0,219635712.0,5210476544.0
12-09 19:57:10,11368583168.0,5996544.0,219643904.0,5190160384.0
12-09 19:57:20,11388121088.0,6012928.0,219643904.0,5170606080.0
12-09 19:57:30,11408175104.0,6021120.0,219643904.0,5150543872.0
12-09 19:57:40,11428347904.0,6037504.0,219643904.0,5130354688.0
12-09 19:57:50,11449020416.0,6062080.0,219643904.0,5109657600.0
12-09 19:58:00,11468693504.0,6070272.0,219643904.0,5089976320.0
12-09 19:58:10,11489247232.0,6086656.0,219643904.0,5069406208.0
12-09 19:58:20,11509039104.0,6103040.0,219643904.0,5049597952.0
12-09 19:58:30,11529474048.0,6111232.0,219643904.0,5029154816.0
12-09 19:58:40,11550027776.0,6127616.0,219643904.0,5008584704.0
12-09 19:58:50,11569319936.0,6135808.0,219643904.0,4989284352.0
12-09 19:59:00,11588993024.0,6144000.0,219643904.0,4969603072.0
12-09 19:59:10,11644338176.0,6160384.0,219643904.0,4914241536.0
12-09 19:59:20,11697143808.0,6176768.0,219643904.0,4861419520.0
12-09 19:59:30,11717197824.0,6184960.0,219643904.0,4841357312.0
12-09 19:59:40,11737886720.0,6193152.0,219643904.0,4820660224.0
12-09 19:59:50,11757424640.0,6209536.0,219643904.0,4801105920.0
12-09 20:00:00,11777097728.0,6217728.0,219643904.0,4781424640.0
12-09 20:00:10,11797905408.0,6234112.0,219643904.0,4760600576.0
12-09 20:00:20,11818459136.0,6250496.0,219643904.0,4740030464.0
12-09 20:00:30,11837370368.0,6258688.0,219643904.0,4721111040.0
12-09 20:00:40,11858313216.0,6266880.0,219643904.0,4700160000.0
12-09 20:00:50,11878739968.0,6283264.0,219643904.0,4679716864.0
12-09 20:01:00,11898032128.0,6291456.0,219643904.0,4660416512.0
12-09 20:01:10,11917824000.0,6307840.0,219643904.0,4640608256.0
12-09 20:01:20,11938377728.0,6324224.0,219643904.0,4620038144.0
12-09 20:01:30,11958431744.0,6332416.0,219643904.0,4599975936.0
12-09 20:01:40,11978739712.0,6340608.0,219643904.0,4579659776.0
12-09 20:01:50,11998875648.0,6365184.0,219672576.0,4559470592.0
12-09 20:02:00,12019048448.0,6373376.0,219672576.0,4539289600.0
12-09 20:02:10,12038213632.0,6389760.0,219672576.0,4520108032.0
12-09 20:02:20,12058513408.0,6406144.0,219672576.0,4499791872.0
12-09 20:02:30,12079067136.0,6422528.0,219672576.0,4479221760.0
12-09 20:02:40,12098740224.0,6430720.0,219672576.0,4459540480.0
12-09 20:02:50,12118405120.0,6447104.0,219672576.0,4439859200.0
12-09 20:03:00,12138577920.0,6463488.0,219672576.0,4419670016.0
12-09 20:03:10,12158623744.0,6479872.0,219672576.0,4399607808.0
12-09 20:03:20,12179304448.0,6496256.0,219672576.0,4378910720.0
12-09 20:03:30,12248879104.0,6504448.0,219672576.0,4309327872.0
12-09 20:03:40,12302954496.0,6520832.0,219672576.0,4255236096.0
12-09 20:03:50,12323508224.0,6537216.0,219672576.0,4234665984.0
12-09 20:04:00,12343681024.0,6545408.0,219680768.0,4214476800.0
12-09 20:04:10,12363599872.0,6561792.0,219680768.0,4194541568.0
12-09 20:04:20,12383899648.0,6578176.0,219680768.0,4174225408.0
12-09 20:04:30,12404588544.0,6586368.0,219680768.0,4153528320.0
12-09 20:04:40,12424261632.0,6594560.0,219680768.0,4133847040.0
12-09 20:04:50,12444688384.0,6610944.0,219680768.0,4113403904.0
12-09 20:05:00,12465242112.0,6627328.0,219680768.0,4092833792.0
12-09 20:05:10,12484526080.0,6643712.0,219680768.0,4073533440.0
12-09 20:05:20,12504698880.0,6660096.0,219680768.0,4053344256.0
12-09 20:05:30,12525764608.0,6672384.0,219680768.0,4032266240.0
12-09 20:05:40,12546199552.0,6680576.0,219680768.0,4011823104.0
12-09 20:05:50,12565102592.0,6696960.0,219680768.0,3992903680.0
12-09 20:06:00,12585918464.0,6705152.0,219680768.0,3972079616.0
12-09 20:06:10,12606218240.0,6721536.0,219680768.0,3951763456.0
12-09 20:06:20,12625629184.0,6737920.0,219680768.0,3932336128.0
12-09 20:06:30,12646572032.0,6746112.0,219680768.0,3911385088.0
12-09 20:06:40,12666753024.0,6754304.0,219680768.0,3891195904.0
12-09 20:06:50,12687433728.0,6770688.0,219680768.0,3870498816.0
12-09 20:07:00,12706844672.0,6787072.0,219680768.0,3851071488.0
12-09 20:07:10,12727398400.0,6803456.0,219680768.0,3830501376.0
12-09 20:07:20,12747444224.0,6819840.0,219680768.0,3810439168.0
12-09 20:07:30,12766736384.0,6828032.0,219680768.0,3791138816.0
12-09 20:07:40,12787671040.0,6840320.0,219811840.0,3770060800.0
12-09 20:07:50,12807946240.0,6856704.0,219836416.0,3749744640.0
12-09 20:08:00,12827103232.0,6873088.0,219836416.0,3730571264.0
12-09 20:08:10,12847403008.0,6889472.0,219836416.0,3710255104.0
12-09 20:08:20,12868210688.0,6905856.0,219836416.0,3689431040.0
12-09 20:08:30,12887875584.0,6922240.0,219836416.0,3669749760.0
12-09 20:08:40,12907962368.0,6930432.0,219836416.0,3649654784.0
12-09 20:08:50,12928512000.0,6971392.0,220069888.0,3628830720.0
12-09 20:09:00,12949454848.0,6979584.0,220069888.0,3607879680.0
12-09 20:09:10,12969025536.0,6995968.0,220069888.0,3588292608.0
12-09 20:09:20,12989960192.0,7012352.0,220069888.0,3567341568.0
12-09 20:09:30,13010268160.0,7020544.0,220069888.0,3547025408.0
12-09 20:09:40,13029457920.0,7036928.0,220069888.0,3527819264.0
12-09 20:09:50,13049892864.0,7045120.0,220069888.0,3507376128.0
12-09 20:10:00,13070479360.0,7061504.0,220069888.0,3486773248.0
12-09 20:10:10,13090144256.0,7077888.0,220069888.0,3467091968.0
12-09 20:10:20,13110824960.0,7094272.0,220069888.0,3446394880.0
12-09 20:10:30,13129981952.0,7110656.0,220069888.0,3427221504.0
12-09 20:10:40,13150416896.0,7118848.0,220069888.0,3406778368.0
12-09 20:10:50,13171130368.0,7135232.0,220069888.0,3386048512.0
12-09 20:11:00,13191692288.0,7151616.0,220061696.0,3365478400.0
12-09 20:11:10,13210968064.0,7168000.0,220069888.0,3346178048.0
12-09 20:11:20,13231267840.0,7184384.0,220069888.0,3325861888.0
12-09 20:11:30,13251702784.0,7192576.0,220069888.0,3305418752.0
12-09 20:11:40,13271240704.0,7208960.0,220069888.0,3285864448.0
12-09 20:11:50,13290524672.0,7225344.0,220069888.0,3266564096.0
12-09 20:12:00,13310570496.0,7241728.0,220069888.0,3246501888.0
12-09 20:12:10,13329981440.0,7258112.0,220069888.0,3227074560.0
12-09 20:12:20,13350281216.0,7274496.0,220069888.0,3206758400.0
12-09 20:12:30,13370462208.0,7282688.0,220069888.0,3186569216.0
12-09 20:12:40,13391142912.0,7299072.0,220069888.0,3165872128.0
12-09 20:12:50,13410807808.0,7315456.0,220069888.0,3146190848.0
12-09 20:13:00,13431623680.0,7323648.0,220069888.0,3125366784.0
12-09 20:13:10,13451669504.0,7340032.0,220069888.0,3105304576.0
12-09 20:13:20,13472350208.0,7356416.0,220069888.0,3084607488.0
12-09 20:13:30,13491896320.0,7364608.0,220069888.0,3065053184.0
12-09 20:13:40,13512331264.0,7372800.0,220069888.0,3044610048.0
12-09 20:13:50,13531996160.0,7389184.0,220069888.0,3024928768.0
12-09 20:14:00,13552685056.0,7397376.0,220069888.0,3004231680.0
12-09 20:14:10,13572476928.0,7413760.0,220069888.0,2984423424.0
12-09 20:14:20,13592903680.0,7430144.0,220069888.0,2963980288.0
12-09 20:14:30,13613338624.0,7438336.0,220069888.0,2943537152.0
12-09 20:14:40,13633130496.0,7446528.0,220078080.0,2923728896.0
12-09 20:14:50,13653557248.0,7471104.0,220069888.0,2903285760.0
12-09 20:15:00,13673730048.0,7479296.0,220078080.0,2883096576.0
12-09 20:15:10,13694029824.0,7495680.0,220078080.0,2862780416.0
12-09 20:15:20,13714075648.0,7512064.0,220078080.0,2842718208.0
12-09 20:15:30,13734383616.0,7520256.0,220078080.0,2822402048.0
12-09 20:15:40,13754183680.0,7528448.0,220078080.0,2802593792.0
12-09 20:15:50,13774483456.0,7544832.0,220078080.0,2782277632.0
12-09 20:16:00,13794783232.0,7561216.0,220078080.0,2761961472.0
12-09 20:16:10,13814575104.0,7577600.0,220078080.0,2742153216.0
12-09 20:16:20,13835128832.0,7593984.0,220078080.0,2721583104.0
12-09 20:16:30,13855555584.0,7610368.0,220078080.0,2701139968.0
12-09 20:16:40,13875728384.0,7626752.0,220078080.0,2680950784.0
12-09 20:16:50,13896163328.0,7634944.0,220078080.0,2660507648.0
12-09 20:17:00,13916463104.0,7651328.0,220078080.0,2640191488.0
12-09 20:17:10,13936508928.0,7667712.0,220078080.0,2620129280.0
12-09 20:17:20,13956562944.0,7675904.0,220078080.0,2600067072.0
12-09 20:17:30,13976997888.0,7684096.0,220078080.0,2579623936.0
12-09 20:17:40,13997678592.0,7700480.0,220078080.0,2558926848.0
12-09 20:17:50,14017716224.0,7725056.0,220078080.0,2538864640.0
12-09 20:18:00,14037897216.0,7733248.0,220078080.0,2518675456.0
12-09 20:18:10,14058315776.0,7757824.0,220078080.0,2498232320.0
12-09 20:18:20,14078615552.0,7774208.0,220078080.0,2477916160.0
12-09 20:18:30,14098542592.0,7782400.0,220078080.0,2457980928.0
12-09 20:18:40,14118588416.0,7798784.0,220078080.0,2437918720.0
12-09 20:18:50,14138761216.0,7815168.0,220078080.0,2417729536.0
12-09 20:19:00,14158934016.0,7831552.0,220078080.0,2397540352.0
12-09 20:19:10,14179233792.0,7847936.0,220078080.0,2377224192.0
12-09 20:19:20,14199787520.0,7864320.0,220078080.0,2356654080.0
12-09 20:19:30,14219714560.0,7872512.0,220078080.0,2336718848.0
12-09 20:19:40,14240313344.0,7888896.0,220033024.0,2316148736.0
12-09 20:19:50,14260551680.0,7913472.0,220078080.0,2295840768.0
12-09 20:20:00,14280601600.0,7921664.0,220082176.0,2275778560.0
12-09 20:20:10,14300786688.0,7938048.0,220078080.0,2255581184.0
12-09 20:20:20,14320967680.0,7946240.0,220078080.0,2235392000.0
12-09 20:20:30,14341148672.0,7954432.0,220078080.0,2215202816.0
12-09 20:20:40,14361448448.0,7970816.0,220078080.0,2194886656.0
12-09 20:20:50,14381875200.0,7987200.0,220078080.0,2174443520.0
12-09 20:21:00,14401675264.0,7995392.0,220078080.0,2154635264.0
12-09 20:21:10,14421975040.0,8011776.0,220078080.0,2134319104.0
12-09 20:21:20,14442274816.0,8028160.0,220078080.0,2114002944.0
12-09 20:21:30,14462169088.0,8036352.0,220078080.0,2094100480.0
12-09 20:21:40,14482468864.0,8052736.0,220078080.0,2073784320.0
12-09 20:21:50,14502641664.0,8069120.0,220078080.0,2053595136.0
12-09 20:22:00,14522556416.0,8093696.0,220073984.0,2033659904.0
12-09 20:22:10,14543233024.0,8110080.0,220078080.0,2012962816.0
12-09 20:22:20,14563532800.0,8126464.0,220078080.0,1992646656.0
12-09 20:22:30,14583713792.0,8134656.0,220078080.0,1972457472.0
12-09 20:22:40,14603767808.0,8142848.0,220078080.0,1952395264.0
12-09 20:22:50,14624067584.0,8159232.0,220078080.0,1932079104.0
12-09 20:23:00,14643859456.0,8175616.0,220078080.0,1912270848.0
12-09 20:23:10,14664286208.0,8192000.0,220078080.0,1891827712.0
12-09 20:23:20,14684585984.0,8208384.0,220078080.0,1871511552.0
12-09 20:23:30,14704513024.0,8216576.0,220078080.0,1851576320.0
12-09 20:23:40,14724820992.0,8224768.0,220078080.0,1831260160.0
12-09 20:23:50,14744993792.0,8241152.0,220078080.0,1811070976.0
12-09 20:24:00,14765293568.0,8257536.0,220078080.0,1790754816.0
12-09 20:24:10,14785974272.0,8273920.0,220078080.0,1770057728.0
12-09 20:24:20,14806155264.0,8282112.0,220078080.0,1749868544.0
12-09 20:24:30,14826201088.0,8298496.0,220078080.0,1729806336.0
12-09 20:24:40,14846414848.0,8306688.0,220078080.0,1709584384.0
12-09 20:24:50,14866714624.0,8323072.0,220078080.0,1689268224.0
12-09 20:25:00,14887022592.0,8331264.0,220078080.0,1668952064.0
12-09 20:25:10,14907060224.0,8355840.0,220078080.0,1648889856.0
12-09 20:25:20,14926970880.0,8364032.0,220094464.0,1628954624.0
12-09 20:25:30,14947405824.0,8372224.0,220094464.0,1608511488.0
12-09 20:25:40,14967451648.0,8388608.0,220094464.0,1588449280.0
12-09 20:25:50,14987751424.0,8404992.0,220094464.0,1568133120.0
12-09 20:26:00,15007797248.0,8421376.0,220094464.0,1548070912.0
12-09 20:26:10,15028224000.0,8437760.0,220094464.0,1527627776.0
12-09 20:26:20,15048151040.0,8445952.0,220094464.0,1507692544.0
12-09 20:26:30,15068205056.0,8454144.0,220094464.0,1487630336.0
12-09 20:26:40,15088513024.0,8462336.0,220094464.0,1467314176.0
12-09 20:26:50,15108907008.0,8478720.0,220094464.0,1446903808.0
12-09 20:27:00,15114223616.0,8495104.0,220094464.0,1441570816.0
12-09 20:27:10,15132999680.0,8511488.0,220094464.0,1422778368.0
12-09 20:27:20,15153045504.0,8527872.0,220094464.0,1402716160.0
12-09 20:27:30,15173349376.0,8544256.0,220090368.0,1382400000.0
12-09 20:27:40,15193264128.0,8552448.0,220094464.0,1362472960.0
12-09 20:27:50,15213436928.0,8568832.0,220094464.0,1342283776.0
12-09 20:28:00,15233744896.0,8577024.0,220094464.0,1321967616.0
12-09 20:28:10,15253671936.0,8593408.0,220094464.0,1302024192.0
12-09 20:28:20,15274098688.0,8609792.0,220094464.0,1281581056.0
12-09 20:28:30,15294152704.0,8617984.0,220094464.0,1261518848.0
12-09 20:28:40,15314452480.0,8634368.0,220094464.0,1241202688.0
12-09 20:28:50,15334625280.0,8650752.0,220094464.0,1221013504.0
12-09 20:29:00,15354798080.0,8667136.0,220094464.0,1200824320.0
12-09 20:29:10,15375224832.0,8683520.0,220094464.0,1180381184.0
12-09 20:29:20,15395270656.0,8699904.0,220094464.0,1160318976.0
12-09 20:29:30,15415189504.0,8716288.0,220094464.0,1140383744.0
12-09 20:29:40,15435116544.0,8724480.0,220094464.0,1120448512.0
12-09 20:29:50,15454490624.0,8327168.0,116260864.0,1205305344.0
12-09 20:30:00,15472963584.0,8343552.0,116068352.0,1187008512.0
12-09 20:30:10,15493771264.0,8359936.0,116068352.0,1166184448.0
12-09 20:30:20,15514198016.0,8376320.0,116068352.0,1145741312.0
12-09 20:30:30,15534370816.0,8392704.0,116068352.0,1125552128.0
12-09 20:30:40,15554043904.0,8400896.0,116068352.0,1105870848.0
12-09 20:30:50,15574470656.0,8417280.0,116068352.0,1085427712.0
12-09 20:31:00,15594262528.0,8433664.0,116068352.0,1065619456.0
12-09 20:31:10,15614435328.0,8450048.0,116068352.0,1045430272.0
12-09 20:31:20,15635116032.0,8466432.0,116068352.0,1024733184.0
12-09 20:31:30,15654400000.0,8482816.0,116068352.0,1005432832.0
12-09 20:31:40,15674200064.0,8491008.0,116068352.0,985624576.0
12-09 20:31:50,15695388672.0,8507392.0,116068352.0,964419584.0
12-09 20:32:00,15714799616.0,8523776.0,116068352.0,944992256.0
12-09 20:32:10,15735607296.0,8540160.0,116068352.0,924168192.0
12-09 20:32:20,15755272192.0,8556544.0,116068352.0,904486912.0
12-09 20:32:30,15775326208.0,8564736.0,116068352.0,884424704.0
12-09 20:32:40,15795245056.0,8581120.0,116068352.0,864489472.0
12-09 20:32:50,15815553024.0,8589312.0,116068352.0,844173312.0
12-09 20:33:00,15836495872.0,8597504.0,116068352.0,823222272.0
12-09 20:33:10,15856414720.0,8613888.0,116068352.0,803287040.0
12-09 20:33:20,15875825664.0,8630272.0,116068352.0,783859712.0
12-09 20:33:30,15896506368.0,8646656.0,116068352.0,763162624.0
12-09 20:33:40,15917187072.0,8663040.0,116068352.0,742465536.0
12-09 20:33:50,15936352256.0,8671232.0,116068352.0,723292160.0
12-09 20:34:00,15957295104.0,8679424.0,116068352.0,702341120.0
12-09 20:34:10,15978737664.0,8695808.0,116068352.0,680882176.0
12-09 20:34:20,16032686080.0,8712192.0,116068352.0,626917376.0
12-09 20:34:30,16086515712.0,8720384.0,116068352.0,573079552.0
12-09 20:34:40,16106569728.0,8728576.0,116068352.0,553017344.0
12-09 20:34:50,16127377408.0,8744960.0,116068352.0,532193280.0
12-09 20:35:00,16147947520.0,8761344.0,116068352.0,511606784.0
12-09 20:35:10,16164470784.0,8781824.0,116174848.0,494956544.0
12-09 20:35:20,16164507648.0,8798208.0,116183040.0,494895104.0
12-09 20:35:30,16164499456.0,8806400.0,116183040.0,494895104.0
12-09 20:35:40,16164507648.0,8814592.0,116183040.0,494878720.0
12-09 20:35:50,16164564992.0,8839168.0,116183040.0,494796800.0
12-09 20:36:00,16164458496.0,8847360.0,116183040.0,494895104.0
12-09 20:36:10,16164548608.0,8863744.0,116191232.0,494780416.0
12-09 20:36:20,16164577280.0,8880128.0,116191232.0,494735360.0
12-09 20:36:30,16164397056.0,8896512.0,116191232.0,494899200.0
12-09 20:36:40,16164585472.0,8904704.0,116191232.0,494702592.0
12-09 20:36:50,16164552704.0,8921088.0,116191232.0,494718976.0
12-09 20:37:00,16164511744.0,8945664.0,116191232.0,494735360.0
12-09 20:37:10,16164495360.0,8962048.0,116191232.0,494735360.0
12-09 20:37:20,16164478976.0,8978432.0,116191232.0,494735360.0
12-09 20:37:30,16164417536.0,8994816.0,116187136.0,494784512.0
12-09 20:37:40,16164581376.0,9003008.0,116191232.0,494608384.0
12-09 20:37:50,16164548608.0,9019392.0,116191232.0,494624768.0
12-09 20:38:00,16164614144.0,9035776.0,116191232.0,494542848.0
12-09 20:38:10,16164548608.0,9052160.0,116191232.0,494592000.0
12-09 20:38:20,16164581376.0,9068544.0,116191232.0,494542848.0
12-09 20:38:40,16625070080.0,344064.0,20897792.0,138072064.0
12-09 20:38:50,16603836416.0,425984.0,20979712.0,159141888.0
12-09 20:39:00,16583200768.0,442368.0,19607552.0,181133312.0
12-09 20:39:10,16591654912.0,483328.0,20615168.0,171630592.0
12-09 20:39:20,16625336320.0,499712.0,21344256.0,137203712.0
12-09 20:39:30,16624779264.0,516096.0,21393408.0,137695232.0
12-09 20:39:40,16603144192.0,552960.0,20008960.0,160677888.0
12-09 20:39:50,16605675520.0,561152.0,19992576.0,158154752.0
12-09 20:40:00,15313793024.0,569344.0,20029440.0,1449992192.0
12-09 20:40:10,13815316480.0,770048.0,27574272.0,2940723200.0
12-09 20:40:20,13888888832.0,778240.0,28114944.0,2866601984.0
12-09 20:40:30,13976387584.0,786432.0,28160000.0,2779049984.0
12-09 20:40:40,14012141568.0,802816.0,28545024.0,2742894592.0
12-09 20:40:50,14018981888.0,905216.0,46247936.0,2718248960.0
12-09 20:41:00,14018965504.0,913408.0,46247936.0,2718257152.0
12-09 20:41:10,14019325952.0,929792.0,46252032.0,2717876224.0
12-09 20:41:20,14019665920.0,946176.0,46247936.0,2717523968.0
12-09 20:41:30,14019547136.0,958464.0,46669824.0,2717208576.0
12-09 20:41:40,14019424256.0,966656.0,46669824.0,2717323264.0
12-09 20:41:50,14020964352.0,1011712.0,48631808.0,2713776128.0
12-09 20:42:00,14021156864.0,1032192.0,49971200.0,2712223744.0
12-09 20:42:10,14021074944.0,1048576.0,49971200.0,2712289280.0
12-09 20:42:20,14021042176.0,1064960.0,49971200.0,2712305664.0
12-09 20:42:30,14022209536.0,1073152.0,49987584.0,2711113728.0
12-09 20:42:40,14022193152.0,1089536.0,49971200.0,2711130112.0
12-09 20:42:50,14022262784.0,1114112.0,49971200.0,2711035904.0
12-09 20:43:00,14022127616.0,1126400.0,49979392.0,2711150592.0
12-09 20:43:10,14022258688.0,1142784.0,49979392.0,2711003136.0
12-09 20:43:20,14022250496.0,1150976.0,49979392.0,2711003136.0
12-09 20:43:30,14022631424.0,1175552.0,49717248.0,2710859776.0
12-09 20:43:40,14023802880.0,1183744.0,50028544.0,2709368832.0
12-09 20:43:50,14023770112.0,1200128.0,50028544.0,2709385216.0
12-09 20:44:00,14023819264.0,1216512.0,50028544.0,2709319680.0
12-09 20:44:10,14023913472.0,1232896.0,50028544.0,2709209088.0
12-09 20:44:20,14024032256.0,1241088.0,50028544.0,2709082112.0
12-09 20:44:30,14023966720.0,1257472.0,50028544.0,2709131264.0
12-09 20:44:40,14024028160.0,1273856.0,50028544.0,2709053440.0
12-09 20:44:50,14024044544.0,1290240.0,50028544.0,2709020672.0
12-09 20:45:00,14024036352.0,1298432.0,50028544.0,2709020672.0
12-09 20:45:10,14024196096.0,1314816.0,50028544.0,2708844544.0
12-09 20:45:20,14024253440.0,1339392.0,50028544.0,2708762624.0
12-09 20:45:30,14024105984.0,1347584.0,50028544.0,2708901888.0
12-09 20:45:40,14024171520.0,1363968.0,50028544.0,2708819968.0
12-09 20:45:50,14024237056.0,1380352.0,50028544.0,2708738048.0
12-09 20:46:00,14024073216.0,1396736.0,50028544.0,2708885504.0
12-09 20:46:10,14023966720.0,1421312.0,50028544.0,2708967424.0
12-09 20:46:20,14024024064.0,1429504.0,50028544.0,2708901888.0
12-09 20:46:30,14023962624.0,1441792.0,50028544.0,2708951040.0
12-09 20:46:40,14023954432.0,1449984.0,50028544.0,2708951040.0
12-09 20:46:50,14024331264.0,1478656.0,50196480.0,2708377600.0
12-09 20:47:00,14024216576.0,1495040.0,50212864.0,2708459520.0
12-09 20:47:10,14024327168.0,1519616.0,50221056.0,2708316160.0
12-09 20:47:20,14024404992.0,1536000.0,50221056.0,2708221952.0
12-09 20:47:30,14031212544.0,1597440.0,52396032.0,2699177984.0
12-09 20:47:40,14031249408.0,1609728.0,52396032.0,2699128832.0
12-09 20:47:50,14031269888.0,1634304.0,52588544.0,2698891264.0
12-09 20:48:00,14031339520.0,1658880.0,52588544.0,2698797056.0
12-09 20:48:10,14031372288.0,1675264.0,52588544.0,2698747904.0
12-09 20:48:20,14031409152.0,1687552.0,52715520.0,2698571776.0
12-09 20:48:30,14037344256.0,1699840.0,52789248.0,2692550656.0
12-09 20:48:40,14037262336.0,1716224.0,52789248.0,2692616192.0
12-09 20:48:50,14037291008.0,1740800.0,52793344.0,2692558848.0
12-09 20:49:00,14037311488.0,1748992.0,52793344.0,2692530176.0
12-09 20:49:10,14037377024.0,1765376.0,52793344.0,2692448256.0
12-09 20:49:20,14039113728.0,1798144.0,53968896.0,2689503232.0
12-09 20:49:30,14039056384.0,1806336.0,53968896.0,2689552384.0
12-09 20:49:40,14039056384.0,1822720.0,53968896.0,2689536000.0
12-09 20:49:50,14039146496.0,1847296.0,53968896.0,2689421312.0
12-09 20:50:00,14039056384.0,1855488.0,53968896.0,2689503232.0
12-09 20:50:10,14039150592.0,1871872.0,53968896.0,2689392640.0
12-09 20:50:20,14039330816.0,1888256.0,53968896.0,2689196032.0
12-09 20:50:30,14039117824.0,1896448.0,53968896.0,2689400832.0
12-09 20:50:40,14039265280.0,1912832.0,53968896.0,2689236992.0
12-09 20:50:50,14039285760.0,1929216.0,53968896.0,2689200128.0
12-09 20:51:00,14039187456.0,1937408.0,53968896.0,2689290240.0
12-09 20:51:10,14039412736.0,1953792.0,53968896.0,2689048576.0
12-09 20:51:20,14039568384.0,1961984.0,53968896.0,2688884736.0
12-09 20:51:30,14039597056.0,1978368.0,53968896.0,2688839680.0
12-09 20:51:40,14043340800.0,2228224.0,61108224.0,2677706752.0
12-09 20:51:50,14041702400.0,2256896.0,61382656.0,2679042048.0
12-09 20:52:00,14041587712.0,2273280.0,61382656.0,2679140352.0
12-09 20:52:10,14041653248.0,2289664.0,61382656.0,2679058432.0
12-09 20:52:20,14042034176.0,2301952.0,61403136.0,2678644736.0
12-09 20:52:30,14041968640.0,2326528.0,61403136.0,2678685696.0
12-09 20:52:40,14042009600.0,2334720.0,61403136.0,2678636544.0
12-09 20:52:50,14041976832.0,2351104.0,61403136.0,2678652928.0
12-09 20:53:00,14041804800.0,2359296.0,61403136.0,2678816768.0
12-09 20:53:10,14042124288.0,2375680.0,61407232.0,2678476800.0
12-09 20:53:20,14042116096.0,2400256.0,61407232.0,2678460416.0
12-09 20:53:30,14042140672.0,2408448.0,61407232.0,2678427648.0
12-09 20:53:40,14042148864.0,2416640.0,61407232.0,2678411264.0
12-09 20:53:50,14042099712.0,2433024.0,61407232.0,2678444032.0
12-09 20:54:00,14041927680.0,2449408.0,61407232.0,2678599680.0
12-09 20:54:10,14042091520.0,2465792.0,61407232.0,2678419456.0
12-09 20:54:20,14057639936.0,2482176.0,61648896.0,2662612992.0
12-09 20:54:30,14057689088.0,2498560.0,61648896.0,2662547456.0
12-09 20:54:40,14057672704.0,2514944.0,61648896.0,2662547456.0
12-09 20:54:50,14057734144.0,2531328.0,61648896.0,2662469632.0
12-09 20:55:00,14065737728.0,2764800.0,70348800.0,2645532672.0
12-09 20:55:10,6989156352.0,3440640.0,88674304.0,9703112704.0
12-09 20:55:20,6915858432.0,3469312.0,90456064.0,9774600192.0
12-09 20:55:30,6090260480.0,3481600.0,92958720.0,10597683200.0
